Usr_id,User_screen_name,Description,#_Followers,#_Following,statuses_count,#_favourites_count,created_on,profile_image_url,default_profile,default_profile_image,verified,status.text
1.02E+18,Anisha03258507,,9,44,33,27,43287.48873,http://pbs.twimg.com/profile_images/1021044601908547584/-IWMipnV_normal.jpg,TRUE,FALSE,FALSE,"RT @kjsceskream: With a last-ball win, the match could have swayed either sides but @BCCI pushed through and won their seventh Asia Cup Tit…"
9.78E+17,HeetKhamar,,4,292,0,4,43186.18818,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,TRUE,TRUE,FALSE,none
1.01E+18,Shaurya64183889,"Aspiring professional golfer, hindi poet. 20.",8,58,1,0,43277.6431,http://pbs.twimg.com/profile_images/1011632446201360385/J0t8RWUP_normal.jpg,TRUE,FALSE,FALSE,I fell in love with hindi/urdu poetry which lead to me writing shayaris and would like to share some through this a… https://t.co/U8C74SiqFZ
3245342210,ansh_ganatra,Engineering Student | KJSCE,30,36,128,168,42169.72049,http://pbs.twimg.com/profile_images/938752777391521793/hbnhtKba_normal.jpg,TRUE,FALSE,FALSE,"RT @kjsceskream: With a last-ball win, the match could have swayed either sides but @BCCI pushed through and won their seventh Asia Cup Tit…"
633753281,lirilpanchal,philosophy majør | 18 | Bombay | Instagram : @lirilpanchal | Snapchat : @fanficlandia,876,335,4559,4537,41102.5791,http://pbs.twimg.com/profile_images/896818318190956544/di7NLMS8_normal.jpg,FALSE,FALSE,FALSE,@iwanadielmao Don’t you dare fkn lie I’m the no. 1 follower stfu
9.75E+17,Dhwanishah_1502,Comedy and Humour Business and Financial News Entertainment Channels Books & Authors NGOs and Social Good Women Fashion Travel Food Breaking News,11,168,0,2,43176.17981,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,TRUE,TRUE,FALSE,none
1.01E+18,HetPanchal3,,2,21,3,14,43259.80834,http://pbs.twimg.com/profile_images/1005170343554641920/4wX9-9Vp_normal.jpg,TRUE,FALSE,FALSE,"RT @Voices_Somaiya: ""Your right is to work only, but never to the fruit thereof. Be not instrumental in making your actions bear fruit, not…"
9.63E+17,HitendraKaroti1,Another human,17,308,18,421,43142.68337,http://pbs.twimg.com/profile_images/963043095578263558/8yG5pz3__normal.jpg,TRUE,FALSE,FALSE,"@C_P_Gurnani @tech_mahindra 
Can you explain https://t.co/XVU89kNNMl"
9.96E+17,PankajG74522289,,4,47,6,106,43235.25142,http://pbs.twimg.com/profile_images/996272742298091520/TIEKbpfK_normal.jpg,TRUE,FALSE,FALSE,"Rcb vs srh 
Rcb 38 /2"
93138928,chetanbommideni,"I'm passionate about what I do, and I lv to help people. I'm a Reader. Social media nerd. Problem solver. Thinker. Marathonist. Foodie. ❤️'s Technology, Nature.",633,4964,141,24,40145.30705,http://pbs.twimg.com/profile_images/650299056703467520/JCMDnMWM_normal.jpg,FALSE,FALSE,FALSE,"No response is a respons, and it’s a powerful one. Remember that #todaysgoodread"
7.84E+17,Anamikaindian20,,5,147,1,748,42648.3158,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,TRUE,TRUE,FALSE,@BeingSalmanKhan Lovely movie Tiger
9.85E+17,MachhindraSon11,Happy and Happy life,2,246,1,1,43204.69487,http://pbs.twimg.com/profile_images/985197562545168384/iFaw1kDF_normal.jpg,TRUE,FALSE,FALSE,https://t.co/ta6teY0sYY
9.83E+17,KiranSreekuma10,I laugh at my own jokes.,2,52,5,83,43199.12374,http://pbs.twimg.com/profile_images/983180114115616768/8BhXac9c_normal.jpg,TRUE,FALSE,FALSE,@ArsenalsRelated If he just had his eyes on the real goal.😂😂
7.25E+17,RachGandhi,,17,68,2,14,42487.65791,http://pbs.twimg.com/profile_images/988493714690584577/BCRcOQxq_normal.jpg,TRUE,FALSE,FALSE,"RT @dumbbeezie: People just like to argue. 

People: No we don’t"
3229058972,saurabh_baj,,31,154,1,18,42152.74773,http://pbs.twimg.com/profile_images/979701157781151745/_we6OgKO_normal.jpg,FALSE,FALSE,FALSE,"Used @Paytm for booking train ticket, booking failed but payment was done. Please take a look at the matter.@RailMinIndia @Paytmcare @Paytm"
9.76E+17,ALOKLIVEINDIA2,,3,63,0,0,43179.07448,http://pbs.twimg.com/profile_images/975912732468768769/Tg5qdHF5_normal.jpg,TRUE,FALSE,FALSE,none
9.75E+17,MANSI_0796,,4,18,1,2,43176.77568,http://pbs.twimg.com/profile_images/975079750606626816/wzFO7v8h_normal.jpg,TRUE,FALSE,FALSE,#YTFF
828829969,rahulsoni1997,,27,52,0,0,41169.45473,http://pbs.twimg.com/profile_images/972422676810813440/u0uGa_7H_normal.jpg,FALSE,FALSE,FALSE,none
9.03E+17,radnesstech,"Your source for all the Rad technology out there 
https://t.co/etb2vpLMf9",24,391,364,445,42976.87782,http://pbs.twimg.com/profile_images/902639622043271168/709fwNU7_normal.jpg,TRUE,FALSE,FALSE,Reboot Any Android Smartphone Without Power Button | Broken Power Button |NO ROOT: https://t.co/McEiODnvyB via @YouTube
9.68E+17,Simba02766412,#BeSimbastic#tryEveryFuckAllThing!😎🍺,7,152,0,0,43156.0853,http://pbs.twimg.com/profile_images/968091196244484102/8yjtegbG_normal.jpg,TRUE,FALSE,FALSE,none
9.67E+17,VirajSh64745245,,11,41,2,2,43154.59694,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,TRUE,TRUE,FALSE,@RaVibhogwal @Vidhissup dm me for bb and byq meet and greet
70112018,carryonpd,"Bestselling @PenguinIndia Bilingual Novelist | (#LoveCurry, #Ishqiyapa & #WhatALoser!') Storyteller|Ex @BBC | @CovUniAlumni | @DUAlumni",4488,1148,3928,5701,40055.52838,http://pbs.twimg.com/profile_images/1038099420158550016/kEQopphN_normal.jpg,FALSE,FALSE,TRUE,Apt 👍 https://t.co/d7G2k3hBe5
7.86E+17,tanishhere,#20 #Programmer #LoveCoding #Computer #engineer #cool,47,131,144,73,42654.44017,http://pbs.twimg.com/profile_images/1046303681505886209/EVGKwUtL_normal.jpg,TRUE,FALSE,FALSE,"RT @NASA: For nearly 60 years, we’ve studied our changing home planet and our understanding continues to expand with the use of new technol…"
3280744638,p_onkar7,,3,51,8,44,42200.68587,http://pbs.twimg.com/profile_images/944869092330168320/F_a3GBiM_normal.jpg,TRUE,FALSE,FALSE,
7.51E+17,nafatnalayak,,5,535,92,21,42558.30101,http://pbs.twimg.com/profile_images/847459479230799872/_4YUJmc-_normal.jpg,TRUE,FALSE,FALSE,"RT @fayedsouza: In my head the Supreme Court is wearing a Tshirt that reads 

“Feminist and Proud”"
2900518063,excoolzola,,4,109,24,18,41958.59774,http://pbs.twimg.com/profile_images/533625797035040770/slr96QEx_normal.jpeg,TRUE,FALSE,FALSE,"@germin8 what is the max no of teammates?
are coding languages restricted to java,angularjs,html,css or we can
use cpp, python etc?"
3670616677,itsdharmil,"I am who am I..!! 
Future engineer...!",31,190,83,640,42271.54656,http://pbs.twimg.com/profile_images/649246481833046016/mLxPa6kH_normal.jpg,TRUE,FALSE,FALSE,RT @kjsce_insignia: Presenting the @kjsceskream '18 wall made by @kjsce_insignia   in the most simplest yet exquisite form depicting a prou…
595537993,Neelkamalshah,"Fun loving|
|Engineering😯|
|LOVE FOOTBALL!|
|Contest lover😜|",89,743,1556,2057,41060.60816,http://pbs.twimg.com/profile_images/926086189018259457/NcQoeFS4_normal.jpg,TRUE,FALSE,FALSE,@AmazonHelp I contacted them but they said that they can't do anything about it and requested me to reorder the product again.@AmazonHelp
986895396,KovinSingh,21. YNWA. Proud Singh.,94,57,346,9785,41246.66628,http://pbs.twimg.com/profile_images/611581631267147776/XeURewJX_normal.jpg,TRUE,FALSE,FALSE,RT @IndigoLFC: It’s time football fans stop praising &amp; obsessing over ‘talent’ and actually assess players on what they produce on the fiel…
1356583106,athanghag,,12,157,295,382,41380.44645,http://pbs.twimg.com/profile_images/844267062398599168/4OVGUM6u_normal.jpg,TRUE,FALSE,FALSE,"Woakes surely came out of syllabus for  Virat Kohli!
Could he be the new outswinging Anderson for kohli?
#ENGvIND #LordsTest #woakes #pandya"
8.13E+17,aniftydamsel,Just another human trying to survive.💫,15,158,0,6,42730.46086,http://pbs.twimg.com/profile_images/946320232074723328/nTecDhZK_normal.jpg,TRUE,FALSE,FALSE,none
7.24E+17,bhavesh_bangadi,,10,119,14,84,42483.30797,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,TRUE,TRUE,FALSE,"RT @UnboxTherapy: OK @tim_cook I'll make you a deal... This tweet gets 10,000 retweets and you send over that missing iPhone event invite. 😉"
975531434,NikhilMahimkar9,"The game of life is a lot like football. You have to tackle your problems, block your fears, and score your points when you get the opportunity: Lewis Grizzard",87,448,72,49,41241.28793,http://pbs.twimg.com/profile_images/793471940090486785/ETu60XuB_normal.jpg,FALSE,FALSE,FALSE,"Hello, a Formula Student Team run by engineering students is looking forward to your support @YashDverma… https://t.co/DEBvc9osUw"
2344205918,SaumilShivdikar,"You know , I love twitter bios. Love 'em.
Always have. And my bio ? The best. Unbeatable. You can't find a better one. Other bios ? Not good.",82,172,407,270,41684.94411,http://pbs.twimg.com/profile_images/854899889947291648/PpiDtd2u_normal.jpg,TRUE,FALSE,FALSE,"RT @tedxsomaiyavv: We’re thrilled to announce our first speaker- Alif.
Winner of IRAA Award, Alif’s music is a blend of various ethnic flav…"
9.63E+17,kaali_peeli,Catch the journey of our Kaali Peeli throughout the city,10,69,0,0,43144.53882,http://pbs.twimg.com/profile_images/963425635006799873/fRsvtLpX_normal.jpg,TRUE,FALSE,FALSE,none
2270148931,krixz6339,"#Mi
#Xiaomi Mix 2 User
#MIFan #MiFCMumbai",2232,1991,41532,21298,41639.39685,http://pbs.twimg.com/profile_images/1031773926177820672/l8o4YmYD_normal.jpg,FALSE,FALSE,FALSE,"RT @ronak_ruparel: @IndiaPOCO #POCOF1 #POCOF1Giveaway
Sunsets and festival become more special with @XiaomiIndia Just love the cam of Redmi…"
1030008624,theultimaterg,,4,89,29,49,41266.28214,http://pbs.twimg.com/profile_images/961253723531022336/HoICpLI5_normal.jpg,TRUE,FALSE,FALSE,RT @Bugatti: BUGATTI and @LEGO_Group achieved the impossible: a full-sized LEGO Technic Bugatti Chiron that drives! #BuildforReal #BUGATTI…
9.60E+17,amin_priyesh,,1,70,0,0,43136.27804,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,TRUE,TRUE,FALSE,none
9.60E+17,Vaibhav02355258,"Dream. Run. Think. Love. Get crazy. 
And remember, as long as you're having fun, it's all good ❤",5,217,5,7,43134.64662,http://pbs.twimg.com/profile_images/959817186356346881/JxwbJF1U_normal.jpg,TRUE,FALSE,FALSE,@Shweta_sahaye Exactly... So why do we live in a world where such rich ass people want to keep it to themselves.. I… https://t.co/97emSBGwTr
7.76E+17,mihir_gosar,,56,132,194,293,42627.45668,http://pbs.twimg.com/profile_images/968940661016678401/gig0stzg_normal.jpg,TRUE,FALSE,FALSE,RT @EdwardKaye4: Nothing is more motivational that the launch of Windows 95. Just look at them go. #SaturdayMotivation https://t.co/MvleXYB…
4641930428,BollyLandsEnd,,22,33,6349,5625,42362.31225,http://pbs.twimg.com/profile_images/920586385710444544/z5Hisp5Z_normal.jpg,TRUE,FALSE,FALSE,
9.57E+17,SahilDesai01,Student,0,19,3,227,43127.79064,http://pbs.twimg.com/profile_images/957333490336391168/Svfmpd8H_normal.jpg,TRUE,FALSE,FALSE,
2537168149,SMalhotraFC,fan club σғ Hαη∂sσмε Acтσя Øғ Bσℓℓүωσσ∂ Sι∂нαятн Mαℓhσтяα @S1dharthM ғσℓℓσω Us ғσя Aℓℓ Tнε latest Uρ∂αтεs Aвσυт Hιм. PS: He follows us ❤,10713,227,44556,11045,41790.42939,http://pbs.twimg.com/profile_images/1026426267430727681/nntNVwqX_normal.jpg,TRUE,FALSE,FALSE,.@S1dharthM's Latest Instagram Story: #Location #JabariyaJodi https://t.co/Y40Ovkb1GJ
8.00E+17,kadri_mans,Official account of Faizan Mansuri,395,2238,9127,103618,42693.75189,http://pbs.twimg.com/profile_images/1006555892878270464/unLrRls4_normal.jpg,TRUE,FALSE,FALSE,@bookmyshow_sup I DM you my question. - FM
180799470,kundex96,"Science, Arsenal, Music and Food.",135,204,241,4001,40410.60186,http://pbs.twimg.com/profile_images/931670161639202816/hjgPs54c_normal.jpg,TRUE,FALSE,FALSE,RT @lcardismo: Iceland goalkeeper Halldorsson produced this video for the world cup and it’s amazing. https://t.co/MhHsMKTIwi
9.57E+17,ShubhPa41637012,,1,144,0,17,43126.71807,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,TRUE,TRUE,FALSE,none
9.18E+17,sheetal_skt,,7,47,0,4,43019.28449,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,TRUE,TRUE,FALSE,none
9.56E+17,NVishwaram,Stay Here for Happiness,345,4864,87,26,43123.59321,http://pbs.twimg.com/profile_images/955870283591688192/986mv-UP_normal.jpg,TRUE,FALSE,FALSE,"@iamGarimaG yes 
I believed that I said Right.."
170682376,Malimanojmusic,"Singer-songwriter • Mumbai • Debut EP, 'Rush' out now. Listen on https://t.co/5rsQ92A6PI",2144,198,531,503,40384.56517,http://pbs.twimg.com/profile_images/988657660152066048/1_Zeobcx_normal.jpg,FALSE,FALSE,FALSE,"So excited to share that I sang on the new Siyaram ad campaign featuring @RanveerOfficial . 

Composed by Rahul Pai… https://t.co/UBJrao6KGz"
7.98E+17,kevalnandu00,,12,68,30,74,42688.27455,http://pbs.twimg.com/profile_images/814164597485670401/-msB-Zab_normal.jpg,TRUE,FALSE,FALSE,#Ytff #ashishchanchlani @ashchanchlani
464467033,deepus71,Proud to be an Indian,23,131,114,25,40923.33333,http://pbs.twimg.com/profile_images/378800000714018508/fc0027775035818bbe1628676ee3d67c_normal.jpeg,TRUE,FALSE,FALSE,@IndiaPostOffice https://t.co/rSK6Kc2xXN
9.51E+17,ParthRa98077317,,1,3,1,1,43110.54059,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,TRUE,TRUE,FALSE,RT @howtomen: New video going up at 12:00 AM. I'm giving away 414 Promo Codes to a variety of popular apps. If you retweet this and thumbs…
2987857076,rajnatuu,,187,509,1500,3230,42022.16605,http://pbs.twimg.com/profile_images/1025104262194290688/lgkruDXX_normal.jpg,TRUE,FALSE,FALSE,"RT @ashwinravi99: Today as our nation celebrates #GandhiJayanti, can we pick up two qualities that Gandhiji embodied, #Truth and #NonViolen…"
9.49E+17,SetuManar,"मोहब्बतों💑के मकान 🏠इसलिए💁🏻‍♂
टूट 💔जाया करते 🙈हे क्योंकि ☝🏻उसमें 👉🏼सच्चाई 😇की  दीवारें🙌🏻अक्सर 😱कमज़ोर💤 होती है👫",234,933,15,406,43105.09773,http://pbs.twimg.com/profile_images/1003535734752477184/wiYYWGST_normal.jpg,TRUE,FALSE,FALSE,@impari17 Aap medical check up karao shyad koi body mai problem hai
9.49E+17,DishaSaraiya,,5,12,0,2,43105.28426,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,TRUE,TRUE,FALSE,none
9.20E+17,Pragati4497,"https://t.co/In7vBKd4qh IT student
Mumbai",8,119,1,50,43024.24704,http://pbs.twimg.com/profile_images/952738271062319106/YjKoAeiz_normal.jpg,TRUE,FALSE,FALSE,Hey guys! My best friend Sharwari is associated with Wooplr which is one of the rising  shopping site!✔ So plz chec… https://t.co/MNpVDw87YU
9.49E+17,Dhruvit66882725,,8,67,0,0,43103.63079,http://pbs.twimg.com/profile_images/948573701032763393/bxxHzCxY_normal.jpg,TRUE,FALSE,FALSE,none
9.46E+17,AkshayKotak2102,,5,143,0,79,43097.74411,http://pbs.twimg.com/profile_images/948974454347984896/8D1mPPZH_normal.jpg,TRUE,FALSE,FALSE,none
9.45E+17,greekgodoffood,"Engineer. Athlete. Sports cars and bikes don’t fantasise me, wilderness and food do!",29,171,42,33,43094.43471,http://pbs.twimg.com/profile_images/945240053193719810/nKCZfqq0_normal.jpg,TRUE,FALSE,FALSE,RT @EPLBible: When you realise Nike couldn’t be bothered designing a new kit for Spurs so they just gave them Barcelona’s training kit... 😂…
9.41E+17,jarletap98,ghanta engineer,0,121,0,1,43082.65503,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,TRUE,TRUE,FALSE,none
9.43E+17,Charmi22875184,Born scorpio♏,22,30,38,3140,43087.84413,http://pbs.twimg.com/profile_images/942854952589729793/VEzatT7Y_normal.jpg,TRUE,FALSE,FALSE,
